,food,description
28649,흑임자식빵,강력분 검은깨 달걀 비정제 설탕 소금 카놀라유 우유 물 인스턴트 드라이 이스트
28650,시래기스팸볶음밥,햇반 스팸 부드럽게 삶은시래기 파 양파 다진마늘 들기름 양조간장 물 후추 톡톡
28651,쑥청,쑥 설탕 소주 병 큰 대야
28652,케찹소세지야채볶음,비엔나소시지 파프리카 양파 굴소스 다진 마늘 케첩 올리고 당 파마산 치즈가루 약간
28653,사과양배추즙,사과 양배추 물 꿀
28654,오리고기쌈밥,오리고기 밥 상추 부추 실파 미나리 깻잎 청양고추
28655,마롱쉐이크,인스턴트 맛밤 우유 얼음 잘게 자른 맛밤 몇알 시럽 약간 바닐라 아이스크림 밤 꿀 약간 초콜릿
28656,계란튀김,빵가루 계란 삶은 계란 기름
28657,액젓,까나리액젓 참치액 멸치액젓
28658,돼지갈비샐러드,양상추 돼지갈비 사과 딸기 호두
28659,참치볶음라면,라면 양파 적당량 대파 적당량 당근 적당량 참치
28660,두부야채피자,스트링치즈 코코몽 비엔나 소시지 식빵 야채 양파 케찹 부침용두부
28661,부추알밥,밤 날치알 간장 새우 적당량 부추 양파 김가루
28662,한천단호박식혜,엿질금 단호박 흰밥 설탕 우무용 한천 우무 틀 우무 채틀
28663,도다리매운탕,도다리 편 묵은지 라임 생강 마늘 산초가루 약간 매운 건고추 청주 소금 약간 식용유 달걀 흰자 전분 도다리 머리와 뼈
28664,멍게매실절임,멍게 매실 절임 배 양파 무순 청양고추 올리브유 간장 약간
28665,바싹소불고기,소불고기 설탕 간장 매실액 맛술 다진 마늘 굵은 후추 톡톡톡 참기름 다진 파
28666,닭고기묵은지찜,닭가슴살 익은김치 양파 감자 닭고기용 후추 조금 닭고기용 소금 조금
28667,우거지보관,배추 겉잎 굵은소금 위생비닐봉투
28668,스팸아보카도덮밥,아보카도 스팸 양파 계란 간장 설탕 참기름 김 적당량
28669,쪽파소고기볶음,소고기 쪽파 또는 마늘대
28670,비지야채전,숙주 양파 브로콜리 파프리카 새송이버섯 비지 가루 밀가루 물 계란
28671,돼지고기오뎅볶음,돼지고기 오뎅 느타리버섯 만가닥버섯 양파 깻잎
28672,삼겹살수육장조림,삼겹살 수육 꽈리고추 마늘 간장 청주 조청 물 버터 후추 약간 삼겹살 수육 꽈리고추 마늘 간장 청주 조청 물 버터 후추 약간
28673,새우마파두부,굴 소스 양파 반개 올리브유 달걀 연두부 된장 반 숟갈 고추장 반 숟갈 다진 마늘 반 숟갈 새우 물 파프리카
28674,소앞다리살불고기,소고기 앞다리살 느타리버섯 양파 반개
28675,카사레치아,파스타면 버터 생강 마늘 이태리 파슬리 가리비 관자 소금 약간
28676,연어타르타르,연어 레몬 케이퍼 샬롯 엑스트라버진 올리브 오일 소금 박력분 통밀가루 설탕 소금 베이킹파우더 식용유 달걀 검은깨 깨 사과 쥬스 한천 방울토마토 아스파라거스 케이퍼 딜 타임 식용꽃 적당량
28677,돼지앞다리살숙주볶음,돼지 앞다리살 숙주 양파
28678,오리주물럭김밥,오리 주물럭 묵은지 당근 상추 계란
28679,간장어묵김밥,사각어묵 김밥용 김 밥 참기름 통깨 소금 적당량 식용유 다진 마늘 설탕 간장 액젓 물 참기름
28680,더덕구이양념,더덕 참기름 적당량 통깨 고추장 다진 마늘 다진 대 파 양조간장 물 설탕 참기름 꿀
28681,마카로니치즈샌드위치,마카로니 물 설탕 굵은소금 베이컨 양파 우유 파르마산 치즈가루 체다 슬라이스치즈 올리브유 후춧가루 파슬리가루 약간 식빵 딸기잼
28682,계란우동,계란 허브솔트 대파 다시마 멸치육수 우동면 한개
28683,세발나물계란탕,세발나물 계란 홍고추 다시멸치 조금 건다시마 조금 식초 조금
28684,허브시럽,민트 로즈마리 물 설탕
28685,양파모짜렐라치즈스콘,유기농 박력분 베이킹파우더 베이킹소다 비정제원당 소금 무염버터 차가운 우유 양파 모짜렐라치즈 토핑류 우유 적당량 파슬리 모짜렐라치즈
28686,베이컨에그롤,식빵 베이컨 삶은 달걀 달걀 소금 후추 약간
28687,낙지부대찌개,고춧가루 다진마늘 설탕 양조간장 낙지 익은배추김치 소시지 햄 대파 약간 소금 약간 물 된장 다시마 김치국물 약간
28688,딸기청샐러드,모듬 샐러드채소 딸기 양파 소금 약간 설탕 딸기청 플레인 요거트 레몬즙
28689,크림고로케,크래미 양파 시판용 크림 소스 파마산치즈가루 소금 약간 후추 약간 달걀 밀가루 적당량 빵가루 적당량
28690,오이나물볶음,가시 오이 굵은소금 약간 소금 다진마늘 설탕 약간 깨소금 약간 참기름 약간
28691,계란고추장비빔밥,계란 밥 참치
28692,갈릭크림떡볶이,떡 스팸 적당량 시판갈릭 크림소스 물
28693,청경채돼지고기볶음,돼지 앞다리살 청경채 파프리카
28694,김스콘,정도 박력분 통밀가루 설탕 소금 베이킹파우더 올리브유 카놀라유 저지방 우유 구운 김 덧가루 박력분 약간
28695,게맛살팽이버섯달걀볶음,게맛살 양파 중간것 팽이버섯 달걀
28696,우거지밥,재료 시래기 쌀 달래 간장 저염 액젓 고춧가루 참기름 다진마늘 물 통깨
28697,깻잎짱아찌,깻잎 물 간장 설탕 식초
28698,양파쑥전,재료 쑥 크게 단호박 양파 부침가루 튀김가루 계란 저염 멸치액젓 물
28699,낙지샤브샤브,대파 양파 청경채 대파 양파껍질 디포리 멸치 무우 표고버섯 건고추
28700,햄치즈롤마늘빵,식빵 믹스 한봉지 식용유 이스트 따뜻한물 체다슬라이스치즈 슬라이스햄 곱게다진 마늘 올리고당 버터 파슬리가루
28701,프리카델레,대구 살 휘핑크림 레몬즙 달걀 밀가루 소금 후추 약간 로즈마리 잎 케이퍼 버터 마요네즈 케이퍼 피클 양파 레몬 카레가루 쪽파 휘핑크림
28702,팽이버섯자반,건조 팽이버섯 해바라기유 비정제 유기농설탕 통깨 고운 고추가루 가는 소금 비건조미료
28703,간장오징어덮밥,오징어 양파 당근 약간 대파 약간 간장 다진마늘 설탕 물엿 청주 후추 약간 깨소금 참기름 약간
28704,바지락조개술찜,바지락 굵은소금 적당량 쪽파 약간 청주 버터 간장
28705,들깨표고버섯죽,밥 애호박 표고버섯 들깨가루 새우젓 물 다진파 조금 볶은깨 조금 소금 후추 조금 참기름
28706,소시지꽃주먹밥,소시지 밥 후리가케 참기름
28707,양념새우장,대하 사과 양파 고춧가루 고운 고춧가루 간장 매실청 통마늘 간생강 청주 맛술
28708,간장등갈비조림,돼지등갈비 양파 당근 밤 월계수잎 통후추 약간 소주 대파
28709,머스타드소스,마요네즈 꿀 겨자 레몬즙 식초
28710,블랙커피,인스턴트 스틱 커피 미니 뜨거운물 인스턴트 커피 원액 물 얼음
28711,명태매운탕,반건조 명태 무 두부 미나리 양파 콩나물 천연조미료육수 다진마늘 대파 고춧가루 멸치액젓 후추 청주 소면
28712,한천김말이,실 한천 오이 홍피망 노란피망 크레미 김밥용 김 물 식초 설탕 소금
28713,고추장야채참치,참치캔 한개 작은 감자 당근 은 감자의 양파 작은거 청양고추 다시마 멸치육수 통깨 고추가루 고추장 매실청 올리고당
28714,들깨새송이버섯무침,새송이버섯 물 소금 깨 간장 소금 다진마늘 들깻가루 참기름
28715,소고기달걀밥전,밥 소고기다짐육 파프리카 애호박 달걀 청주 소금 약간
28716,쪽파달래전,달래 조금 쪽파 조금 부침가루 계란
28717,고등어오븐구이,고등어 대파 양파 밀가루
28718,청국장비지찌개,소고기 스지 손질 멸치 파 청국장 발효 비지 김치
28719,소고기부추말이,소고기 불고기용 부추 약간 깻잎 약간 간장 매실 겨자 취향껏
28720,블루베리소보루타르트,박력분 계란 설탕 버터 소금
28721,밤소보루타르트,박력분 계란 설탕 버터 소금
28722,라밥,라면 불린 쌀 물
28723,미역짬뽕수제비,새우 홍합 냉동모둠해물 절단 꽃게 돼지고기다짐육 미역 양파 배추 건 두부 표고버섯 목이버섯 양송이버섯 죽순 고춧가루 다진마늘 진간장 다진생강 썬파 청주 굴소스 닭육수 밀가루 달걀 소금
28724,어리굴젓돌나물무침,어리 굴 젓 돌나물 대파 고춧가루 마늘 참기름 통깨
28725,땡초멸치꼬마김밥,김 반 햇반 잔멸치 단무지 청양고추 홍고추 다진 마늘 참기름 통깨 식용유 약간씩 소금 참기름 깨소금 맛간장 고춧가루 참기름 약간 깨소금 약간
28726,피조개찜,피조개 간장 고추가루 쪽파 깨
28727,계란마늘소고기장조림,소고기사태 파뿌리 다시마 조금
28728,벚꽃김밥,김 비트 즙 밥 소시지 참기름 소금
28729,밥만두고로케,왕만두 달걀 빵가루 밥 식용유
28730,참치마요컵밥,달걀 참치 마요네즈 오이피클 조금
28731,마늘종제육볶음,돼지고기 앞다리살 양파 마늘종 청주 소금 설탕 설탕 고춧가루 간장 청주 고추장 다진마늘 생강가루 약간 물엿 후추 약간 통깨 약간
28732,피자치즈쿠키,무염버터 설탕 노른자 피자치즈 박력분 파마산 치즈가루
28733,크래미오이무침,오이 크래미
28734,감자고구마그라탕,감자 큰 것 고구마 작은 것 버터 소금 후추 우유 모짜렐라치즈 파슬리가루 약간 슈레드치즈
28735,감태어묵김밥,감태 김 어묵 치즈 단무지 맛살 밥 물 다진 청양고추 진간장 설탕 액젓 고춧가루
28736,땅콩버터진미채,진미채 마요네즈 땅콩버터
28737,돼지감자조림,돼지감자 홍고추 물
28738,딸기크림소다,딸기 얼음 딸기시럽 사이다 바닐라 아이스크림
28739,부추겨자무침,부추 양파 겨자잎
28740,채소육수,다시마육수 무 양파 대파 마늘
28741,떡갈비마요덮밥,떡갈비 달걀 밥 마요네즈 약간 돈까스소스 약간 대파 약간
28742,떡꼬치구이,꼬치용 고춧가루 후추
28743,고구마오븐구이,고구마
28744,숙주쑥갓전,숙주 쑥갓 건새우 부침가루 물 청양고추 소금
28745,장어오븐구이,장어 꽈리고추 소금 살짝 식용유
28746,깻순볶음,깻잎순 다진파 다진마늘
28747,미역새우밥,쌀 새우 불린미역 참기름 부추 진간장 설탕 올리고당 고춧가루 다진마늘 다진홍고추 들기름 깨 다시마물
28748,돼지고기안심말이구이,돼지고기 안심 약 소금 후춧가루 적당량 미림 쪽파 당근 양송이 스모크치즈 모짜렐라 미니 오이 피클 올리브유
28749,무청시래기애호박된장국,삶은 무청시레기 애호박 된장 고추장 멸치가루 새우가루 물
28750,민어조기조림,민어 양파 고춧가루 쪽파 간장 고춧가루 다진 마늘 맛술 올리고당 후추
28751,소시지꽃계란말이,계란 소시지 맛술 소금 황설탕 식용유 약간
28752,우유젤리,젤라틴 물 우유 설탕 식용색소 흑설탕 물
28753,귤라떼,귤 얼음 우유 레몬 시럽 설탕
28754,감귤차,감귤 꿀
28755,순대그라탕,순대 토마토케찹 양파 청양고추 모짜렐라치즈 파슬리가루 약간
28756,마시멜로핫초코,코코아 가루 뜨거운 물 우유 마시멜로우 하트스프링클
28757,시금치된장국수,시금치 된장 양파 다진마늘 고추가루 멸치가루
28758,미트볼로제떡볶이,미트볼 까르보떡볶이 모짜렐라치즈
28759,근대밥,근대 쌀 물 멸치액젓 참기름
28760,감자구이무침,감자 소금 후추 넉넉하게 식용유 애호박 마늘 소금 후추 넉넉하게 식용유 대파 마늘 고춧가루 양조간장 맛술 참기름 통깨
28761,목살스테이크짜장덮밥,돼지고기 짜장가루 양배추 감자 양파 당근 식용유 물 소금 통후추 간것 넉넉하게 마요네즈 케첩 설탕 미림 식초 후추 약간
28762,오이토마토냉국,생수 식초 설탕 소금
28763,소세지야채피자,또띠아 모짜렐라치즈 양파 소세지 조금 파프리카 조금 당근 조금 브로콜리 조금
28764,허니버터치즈피자,또띠아 모짜렐라치즈 콘옥수수 취향껏 슬라이스치즈 버섯 조금 양파 조금
28765,간장비빔라면,라면 물
28766,화이트쇼콜라코코넛케익,화이트초콜릿 달걀 비정제원당 유기농 박력분 코코넛 채 바닐라에센스
28767,아보카도감자퓨레,감자 파슬리가루 조금 아보카도 바질페스토 후춧가루 조금 버터 마요네즈 모짜렐라치즈
28768,두부홍어무침,홍어 양파 오이 깻잎 상추 대파
28769,고추장무말랭이,무말랭이 쪽파 고추장 고춧가루 액젓 매실액 꿀 다진마늘 후추 참기름 통깨
28770,송와버섯볶음,송와버섯 양파 다진파 다진마늘 참기름 통깨 식용유 약간 후춧가루 약간
28771,돌미역라면,올리브유 식용유 넉넉히 고운고춧가루 굵은 고춧가루 라면 건미역 대파 건새우
28772,달걀야채볶음밥,양파 당근 파 적당히 부추 달걀 밥 스팸 후추 조금 소금 조금 버터 또는 마가린
28773,단호박롤샌드위치,단호박 빨간파프리카 오이 식빵 원하는 견과류
28774,밀크티라떼,마살라 차이티 우유 설탕 시나몬가루
28775,닭가슴살에그베네딕트,팬케이크 계란 크래미 먹고 싶은 샐러드류 아무거나 반 줌 레몬즙 약간 올리브유 약간 버터 계란 후추 약간
28776,고추장더덕제육볶음,돼지고기 전지 더덕 양파 당근 약간 대파 마늘
28777,표고탕수,표고 청홍피망 청피망 양파 대파 참기름 소금 간장 물 식초 설탕 간장 소금 녹말 냉수 달걀
28778,스펀지케익,박력분 계란 설탕 베이킹파우더 버터 바닐라 에센스 소금
28779,코코넛스무디커피,얼음 코코넛 밀크 연유 베트남 블랙 커피 뜨거운 물
28780,에그크레페,쌀가루 우유 달걀 소금 약간 식용유 약간 버터 베이컨 양송이버섯 달걀 소금 약간 후추 약간 치즈 적당량
28781,소막창구이,소막창 적당량 된장 술 소주 파뿌리
