food,description
포도피자,포도 적당량 파프리카 적당량 피자치즈 적당량 또띠아
샐러리잎무침,샐러리
닭가슴살토마토카레,삶은 닭가슴살 토마토 적양파 단호박 감자 사과 청양고추
고추소박이,아삭이 고추 부추 무 물 소금 고춧가루 다시마 멸치육수 다진마늘 다진생강 새우젓 매실청 소금 약간 통깨 약간
김치양배추볶음밥,양배추 밥 볶음김치 달걀 소금 후추 들기름 참기름 검정깨 약간
감자마늘조림,감자 실파 홍고추 청양고추
갓김치참치볶음밥,갓김치 약 밥 참치 달걀 참기름 홍고추 후춧가루 톡톡 오일 적당량 소금 약간
퓨레,망고
대패삼겹살부추말이,대패삼겹살 부추 양파 데리야끼소스 겨자소스
호박고지나물볶음,호박고지나물 물 다진마늘 다진대파 조금 국간장 가는소금 들기름 들깨가루
어묵콩나물볶음,참기름 식용유 다진마늘 대파 흰부분 콩나물 양파 사각어묵 간장 청주 매실청 대파 초록부분
떠먹는깍두기밥피자,밥 참기름 약간 후리가게 약간 신깍두기 피클주스 적당량 데친 베이컨 서너줄 적양파 모짜렐라치즈 토마토케첩 적당량 파슬리 가루 약간 올리브오일
가지마늘쫑볶음,가지 마늘쫑 다진마늘 맛간장 깨소금 양껏
육포감자볶음,감자 양파 당근 육포 다진마늘 다진파 소금 조금 후추 조금 치킨스톡 조금 식용유
참외파프리카주스,침외 키위 빨강파프리카 노랑파프리카 배
성게미역국,성게알 미역 다진마늘 참기름
대구포고추장조림,대구포 고추장 올리고당 참기름 마늘 통깨 실파 양파 기름 물
아마씨샐러드,토마토 어린잎새싹 견과류 아마씨가루
무화과베이컨철판볶음밥,흰쌀밥 무화과 베이컨 통마늘 깻잎 치커리 빨 노 파프리카 양파
건새우애호박볶음,애호박 양파 건새우 천일염 천일염 간 마늘 들기름
달걀밥전,밥 다진 자투리채소 통조림 옥수수 달걀 슬라이스치즈 토마토케찹 적당량 마요네즈 적당량
아몬드쥐포무침,쥐포 아몬드 대파 식초 견과유 약간 해찬들 고추장 고춧가루 핫케챂 간장 꿀 매실청 맛술 참기름 깨 약간 다진대파 약간
데리야끼골뱅이볶음,골뱅이 통마늘 양파 실파 깨 간장 청주 설탕 올리고당 마른고추
국수전,삶은소면 신김치 당근 부추 부침가루 적당히 물 식용유
소고기다짐,소고기 다짐 청주 수저 참기름 다진 생강
주물럭,삼겹살 양파 당근 대파 빨 노 파프리카 깻잎
고구마단호박튀김,단호박 고구마 튀김가루 물 식용유 잠길정도
육포감자조림,감자 육포 양파 고춧가루 진간장 매실액 설탕 조금 생강가루 조금 다진마늘 다진파 후추 조금 카레가루
치즈오믈렛베이글,블루베리 베이글 달걀 우유 소금 후추 파슬리가루 모짜렐라치즈 조금 버터 올리브유 약간
두부버거,버거번 두부 양파 마요네즈 상추 계란 빵가루 햄 데리야키소스 소금 조금 후추 조금 계란물
군만두피자,군만두 토마토소스 채소 모짜렐라치즈
지리멸치조림,검은콩 지리멸치 식용류 맛간장 설탕 올리고당 천연가루 통깨 다진마늘 다시육수 후추 약간
얼그레이브라우니,박력분 버터 계란 설탕 회이트커버쳐 얼그레이 바닐라익스트렉 약간 크랜베리
멸치고구마줄기볶음,삶은 고구마줄기 멸치
버섯가지말이,닭가슴살 새송이버섯 가지 토마토 어린새싹 빨강파프리카 노랑파프리카 오 이
들깨김치무침,김치 들깨 참기름
견과류찜케익,계란 핫케익가루 우유 견과류 건과일
참치양파찌개,참치 캔 양파 감자 청양고추 홍고추 대파 참치액 참기름 작은술 다시마육수 고춧가루 다진마늘 청주 국간장 후춧가루
두부채소볶음덮밥,밥 두부 녹말 생강 약간 마늘 매운건고추 식용유 양배추 애호박 양파 파프리카 약간 설탕 맛간장 어린잎채소 녹말 물
어묵팽이버섯볶음,어묵 팽이버섯 양파 깨 약간 후추 약간
도토리묵상추무침,도토리묵 오이 쌈채소 방울토마토 청고추 홍고추 참깨 약간 설탕 고춧가루 간장 까나리액젓 식초 연겨자 다진마늘 참기름
감자오뎅탕,오뎅 감자 달걀 조각다시마
어묵양념무침,어묵 대파 양파 간장 다진마늘 고춧가루 올리고당 참기름 참깨 약간 미림
고구마줄기,물 소금 약간 고구마 줄기 양파 새우 멸치 액젓 물 마늘 깨소금 약간 참기름 약간
현미찹쌀호두죽,흙애서현미찹쌀 잘린호두 적당량 비타민잎 소금 약간
부추호박부침개,부침가루 튀김가루 찬 생수 작은 애호박 부추 양파 홍고추 풋고추 식용유 적당량
꽈리고추멸치무침,꽈리고추 중멸치 고춧가루 듬뿍 매실액 양파요리당 양파즙 마늘즙 맛간장 깨 물엿 참기름 잔파 만능매운장 아몬드가루 콩가루
연두부계란덮밥,계란 연두부 치즈 밥
라자니아,가지 토마토소스 피자치즈 듬뿍 파슬리가루 조금 파마산치즈가루 조금 시판토마토소스 양파 양송이버섯 다진마늘 바질가루 조금 소금 조금 후추 조금 올리브유 적당량
묵냉국,도토리묵 김치 다진파 조금 다진마늘 조금
우삼겹숙주볶음,우삼겹 숙주나물 방울양배추 대파 꽈리고추 마늘 편 맛간장 꿀 참기름 올리브오일 맛술 흑후추 약간 깨 약간
오이김냉국,오이 마른 김 쪽파 약간 다시마 멸치 간장 꿀 레몬즙 식초 참깨 약간 다진파 다진마늘
더덕장아찌,고추장 맛간장 채소육수 꿀 매실청 올리고당 소주 생강술 배즙 소금
김오이냉국,오이 김 홍고추 파
돼지고기목이버섯볶음밥,밥 돼지고기 목살 불린 목이버섯 양파 애호박 당근 양배추 파 약간 기름 간장 굴소스 참기름 후추 톡톡 소금 미림 청주 후추 톡톡
떠먹는토마토스파게티,토마토 양파 마늘 다진쇠고기 마카로니
복숭아쿠키,생크림 다진복숭아 물 스키니빼빼로 적당히 설탕 적당히
무생강잼,무 생강 꿀
감자브로콜리스프,데친 브로콜리 감자 양파 우유 버터 슬라이스 치즈 소금 약간 후추 약간
건과일빵,강력분 설탕 소금 우유 버터 건과일 밀가루 물 이스트
도토리냉국,멸치 물 국간장 소금 마늘 도토리묵 신김치 적당량 쑥갓 적당량
회오리오븐감자구이,감자 올리브오일 소금 약간 후추 약간 파마산치즈가루 모짜렐라치즈 체다치즈 파슬리가루 약간
새우간장조림,새우 양파 마늘 파
호박수제비,밀가루 물 식용유 소금 호박가루 물 다시마 멸치 또는 멸치가루 애호박 감자 간장 소금 간 마늘 후춧가루 약간
새우양배추간장볶음,알새우 양배추 양파 마늘 홍고추 약간 당근
아로니아방울토마토샐러드,방울토마토 콩카세 블루베리 로메인또는상추
햄계란샌드위치,식빵 버터 잼 채소 마요네즈 케첩 슬라이스 햄 계란
치킨김치말이,먹고남은 치킨 묵은지 양파 팽이버섯 빨강 파프리카 노랑 파프리카 당근 달걀 청양고추 핫소스 적당량
양지,소고기양지머리
날치알마끼,배합초를넣은밥 구운김 고추냉이 날치알 무순 게맛살 단무지
팽이버섯스팸볶음,팽이버섯 스팸 양파 기름 소금 후추 약간
김치감자국,감자 양배추김치 양파 파 다진것 다시마우린물 후추 약간 국간장 고춧가루
달걀삶는법,달걀
김치감자수제비,먹다남은 김치감자국 수제비반죽
계란수제비,당면 다 건져먹고 국물만 남은 당면계란국 참기름 수제비반죽
마늘소스,다진마늘 올리브오일 설탕 식초 소금 약간 후추 약간 레몬즙 머스타드
참치야채밥전,참치캔작은거 달걀 밥 파프리카 양파 파 전분가루 소금 약간 후추 약간
달걀양파토스트,식빵 달걀 양파 적당히 체다치즈 설탕 케찹
김치쌈우동전골,배추김치 다진돼지고기 각종야채 버섯 우동사리
또띠아롤샌드위치,또띠아 양배추 소세지 슬라이스햄 오이 당근 약간 옥수수통조림 머스터드소스 꿀 마요네즈 체더치즈
달걀김치볶음밥,밥 달걀 대파 원하는만큼 신김치 설탕 약간 참기름 소금 또는 간장 약간 통깨 약간
불고기컵밥,배추김치 계란 오이 단무지 불고기 밥 검은깨 약간 마요네즈 적당량 설탕 들기름 소금 약간 참기름 약간 깨소금 약간
치킨파니니,식빵 먹고 남은 치킨 양파 파프리카 청양고추 모짜렐라 치즈 적당
아로니아모닝빵,강력분 물 이스트 강력분 설탕 소금 인스턴드라이이스트 버터 아로니아우유
닭갈비컵밥,닭다리순살 양파 파 마늘 생강 양파요리당 밥 적당량 고추장 고운고춧가루 맛간장 매실액 청주 꿀 후추 약간 참기름 깨 약간 만능매운장 듬뿍 홈메이드맛술 꿀 후추 약간 참기름 깨 약간
양파돈가스덮밥,양파 쪽파 돈가스 튀김기름 달걀 밥
우엉당근조림,우엉 당근 설탕 간장 미림 깨소금 참기름
소세지두부샌드,두부 소세지 케첩 허브솔트 발사믹크림 코코넛오일 전분 약간 황도 블루베리 떡국떡
단호박부침개,단호박 튀김가루 소금 설탕 후추 약간 물
총각김치된장찌개,총각김치 파 양파 멸치육수 된장 다진마늘 참기름 약간 생청국장
묵은지닭도리탕,생닭 묵은지 감자 청고추 홍고추 대파 월개수잎 통후추
홍합가지조림,가지 홍합 홍합육수 간장 올리고당 후추 고춧가루 대파 약간 마늘 약간 청고추 홍고추
버섯초밥,흙애서 백미 식초 레몬농축액 설탕 소금 버섯 연겨자
깍두기피자밥,밥 스위트콘 적당량 각종야채 적당량 계란 치즈 많이
열무만두비빔밥,냉동만두 밥 열무김치 적당량 간장 참기름
두부짜박이,두부 고춧가루 다진마늘 파 표고버섯 청양고추 들기름 설탕 매실액 진간장 멸치다시마육수 적당량
김치참치마요덮밥,밥 참치 계란 김치 조금 김 마요네즈 연겨자 데리야끼소스 돈까스소스 참기름 설탕 굴소스
닭가슴살샤브샤브,닭가슴살 채소 취향껏 청경채 아욱 쑥주나물 팽이버섯 라이스페이퍼 청양고추
솔치고추볶음,솔치 청고추 홍고추 다진마늘
치즈야채계란말이,계란 양파 대파 깻잎 모짜렐라치즈 올리브유
야채오믈렛,피망 양파 양송이버섯 각종야채 슬라이스 치즈 계란 소금 후추 약간 케찹 적당히
양배추양파어묵볶음,어묵 적양파 적양배추 파 마늘 간장 식용유 참기름 깨소금 설탕 미림
갈비살,갈비 양상추 아보카도쌈장 소금 후추 참기름
김치과일도토리묵밥,도토리묵 과일 김치 멸치다시마육수
섞박지김치죽,섞박지 돼지고기 물 콩나물 양파 두부 찬밥 캔 참치 대파 부추 약간 당면 약간
후추레몬청,레몬 설탕 레몬과같은비율 통후추
카프레제토마토파스타,토마토 모짜렐라치즈 바질 피망 마늘슬라이스 토마토소스 스파게티 바질올리브오일 넉넉히 건조바질 약간 소금 후추
쌈장찌개,양파 애호박 두부 대파 청고추 홍고추 물 쌈장 된장 고추장 다진마늘
스팸마요주먹밥,달걀 스팸 다진피망 씻은 다진 김치 밥 조미 김가루
또띠아햄치즈토스트,또띠아 딸기잼 달걀 당근 적당량 양배추 적당량 체다치즈 모짜렐라치즈 비엔나소세지
전복이유식,쌀 흙애서 전복 당근 부추 다시마 육수 다시마 물
김치볶음밥버거,김치 밥 치즈 계란 상추 케찹
더덕양념구이,더덕 간장 참기름 고추장 간장 고춧가루 매실청 생강술 다진마늘 설탕 올리고당 물 배즙 양파즙 다진파
호두스노우볼쿠키,박력분 아몬드가루 슈가파우더 버터 바닐라익스트렉 호두
고추장가지찜,간소고기 가지 양파 파 마늘 고추장 고춧가루 설탕 간장 후추
카카오닙스초코케이크,계란 우유 포도씨유 비정제설탕 베이킹파우더 베이킹 소다 무가당 코코아 우리밀 고소밀 뜨거운 물 카카오닙스 화이트 초콜릿 약간
삼치버터구이,등푸른생선 버터 마늘
야채계란덮밥,계란 양파 당근 파프리카
김치치즈부침개,부침가루 물 김치 피자치즈슬라이스
크라생샌드위치,크라생빵 토마토 양상추 햄 치즈 마요네즈
바지락콩나물소면,생소면 바지락 콩나물 쌀뜨물
닭고기야채무쌈말이,닭고기살 파프리카 당근 오이 구운김 깻잎 쌈무 연겨자
달걀샐러드,달걀 단호박 감자
고추장치킨,절단육
스프계란국,스프가루 계란 후추 약간
고추장참치주먹밥,밥 자반김 소금 참기름 참치캔 고추장 마요네즈 밥 어린잎채소 양념밥 낙지젓갈 양념밥 크래미 파프리카 어린잎 연겨자 쌈무
연근야채전,연근 집에 있는 야채들 부침가루 튀김가루 물 부침가루 계란 물
굴김치죽,김치 썬것 굴 밥 멸치액젓
신김치고등어찜,신김치 생물고등어 감자 양파 대파 건호박 청양고추 육수 고추장 고추가루 다진마늘 크게 설탕 맛간장 맛술 천연가루 다시마 말리표고버섯 다시멸치 파뿌리
커스터드,빵반죽 커스타드크림 우유또는계란물
